voter_name,affiliation,first_place_five_pts,second_place_three_pts,third_place_one_pt,year,award
Bill Wennington,ESPN AM 1000,Tom Thibodeau,Gregg Popovich,Dwane Casey,2014,COY
Bob Cooney,Philadelphia Daily News,Jeff Hornacek,Steve Clifford,Terry Stotts,2014,COY
Bob Fitzgerald,Comcast SportsNet Bay Area,Gregg Popovich,Jeff Hornacek,Doc Rivers,2014,COY
Bob Rathbun,Fox Sports South,Jeff Hornacek,Gregg Popovich,Steve Clifford,2014,COY
Brendan Brown,MSG Network,Jeff Hornacek,Dwane Casey,Terry Stotts,2014,COY
Brian Sieman,KFWB News Talk 980 AM/KWKW,Jeff Hornacek,Dwane Casey,Gregg Popovich,2014,COY
Brian Wheeler,Fox Sports Radio/620AM,Tom Thibodeau,Terry Stotts,Jeff Hornacek,2014,COY
Brian Windhorst,ESPN.com,Gregg Popovich,Tom Thibodeau,Jeff Hornacek,2014,COY
Candace Buckner,Indianapolis Star,Dwane Casey,Gregg Popovich,Terry Stotts,2014,COY
Charles Gardner,Milwaukee Journal Sentinel,Steve Clifford,Jeff Hornacek,Dwane Casey,2014,COY
Chris Broussard,ESPN The Magazine,Jeff Hornacek,Gregg Popovich,Tom Thibodeau,2014,COY
Chris Dempsey,Denver Post,Jeff Hornacek,Dwane Casey,Gregg Popovich,2014,COY
Chris Denari,Fox Sports Indiana,Jeff Hornacek,Tom Thibodeau,Steve Clifford,2014,COY
Chris Mannix,Sports Illustrated,Tom Thibodeau,Gregg Popovich,Jeff Hornacek,2014,COY
Chris Sheridan,Sheridanhoops.com,Tom Thibodeau,Jeff Hornacek,Dwane Casey,2014,COY
Craig Ackerman,Sportstalk 790 AM,Jeff Hornacek,Steve Clifford,Tom Thibodeau,2014,COY
Dan Woike,Orange County Register,Gregg Popovich,Tom Thibodeau,Jeff Hornacek,2014,COY
Darnell Mayberry,Oklahoman,Gregg Popovich,Jeff Hornacek,Tom Thibodeau,2014,COY
Dave McMenamin,ESPNLosAngeles.com,Gregg Popovich,Tom Thibodeau,Jeff Hornacek,2014,COY
David Aldridge,TNT,Gregg Popovich,Doc Rivers,Tom Thibodeau,2014,COY
David Mayo,Mlive Media Group,Jeff Hornacek,Dwane Casey,Tom Thibodeau,2014,COY
Dei Lynam,Comcast SportsNet,Jeff Hornacek,Gregg Popovich,Steve Clifford,2014,COY
Dell Curry,SportSouth,Gregg Popovich,Steve Clifford,Tom Thibodeau,2014,COY
Dennis Neumann,ESPN 580 AM,Tom Thibodeau,Jeff Hornacek,Gregg Popovich,2014,COY
Dominique Wilkins,Fox Sports South,Doc Rivers,Gregg Popovich,Scott Brooks,2014,COY
Doug Smith,The Toronto Star,Jeff Hornacek,Steve Clifford,Dwane Casey,2014,COY
Eddie Sefko,Dallas Morning News,Dwane Casey,Gregg Popovich,Jeff Hornacek,2014,COY
Eric Hasseltine,92.9 FM ESPN/680 AM,Jeff Hornacek,Steve Clifford,Tom Thibodeau,2014,COY
Ernie Johnson,TNT,Gregg Popovich,Jeff Hornacek,Dwane Casey,2014,COY
Ethan Skolnick,Bleacher Report,Gregg Popovich,Jeff Hornacek,Tom Thibodeau,2014,COY
Fran Blinebury,NBA.com,Gregg Popovich,Doc Rivers,Jeff Hornacek,2014,COY
Frank Isola,New York Daily News,Gregg Popovich,Steve Clifford,Tom Thibodeau,2014,COY
Fred McLeod,Fox Sports Ohio,Jeff Hornacek,Gregg Popovich,Dwane Casey,2014,COY
Gary Gerould,CSN-CA,Gregg Popovich,Jeff Hornacek,Tom Thibodeau,2014,COY
Gary Washburn,Boston Globe,Jeff Hornacek,Dwane Casey,Steve Clifford,2014,COY
George Blaha,WXYT / Fox Sports Detroit,Tom Thibodeau,Jeff Hornacek,Terry Stotts,2014,COY
Glenn Consor,106.7 The Fan,Jeff Hornacek,Steve Clifford,Dwane Casey,2014,COY
Grant Napear,CSN-CA,Gregg Popovich,Dwane Casey,Jeff Hornacek,2014,COY
Howard Beck,Bleacher Report,Gregg Popovich,Tom Thibodeau,Jeff Hornacek,2014,COY
Hubie Brown,ESPN,Gregg Popovich,Jeff Hornacek,Steve Clifford,2014,COY
Ian Eagle,YES Network,Gregg Popovich,Jeff Hornacek,Tom Thibodeau,2014,COY
Israel Gutierez,ESPN.com,Gregg Popovich,Tom Thibodeau,Jeff Hornacek,2014,COY
JA Adande,ESPN.com,Dwane Casey,Gregg Popovich,Jeff Hornacek,2014,COY
Jason Jones,Sacramento Bee,Gregg Popovich,Jeff Hornacek,Tom Thibodeau,2014,COY
Jason Kosmicki,Altitude Radio Network,Jeff Hornacek,Steve Clifford,Gregg Popovich,2014,COY
Jason Lloyd,Akron Beacon Journal,Jeff Hornacek,Gregg Popovich,Steve Clifford,2014,COY
Jeff McDonald,San Antonio Express-News,Gregg Popovich,Jeff Hornacek,Steve Clifford,2014,COY
Jeff Zillgitt,USA Today,Gregg Popovich,Jeff Hornacek,Tom Thibodeau,2014,COY
Jerry Zgoda,Minneapolis Star Tribune,Gregg Popovich,Jeff Hornacek,Dwane Casey,2014,COY
Jim Paschke,Fox Sports Wisconsin,Jeff Hornacek,Steve Clifford,Dwane Casey,2014,COY
Jim Petersen,Fox Sports North,Jeff Hornacek,Tom Thibodeau,Gregg Popovich,2014,COY
Jody Genessy,Deseret News,Gregg Popovich,Jeff Hornacek,Tom Thibodeau,2014,COY
Joe Freeman,The Oregonian,Gregg Popovich,Terry Stotts,Jeff Hornacek,2014,COY
Joel Meyers,Fox Sports New Orleans,Gregg Popovich,Jeff Hornacek,Dwane Casey,2014,COY
John Denton,OrlandoMagic.com,Steve Clifford,Jeff Hornacek,Tom Thibodeau,2014,COY
John Reid,New Orleans Times Picayune,Steve Clifford,Jeff Hornacek,Gregg Popovich,2014,COY
Jon Barry,ESPN Radio,Jeff Hornacek,Gregg Popovich,Terry Stotts,2014,COY
Jonathan Feigen,Houston Chronicle,Gregg Popovich,Tom Thibodeau,Jeff Hornacek,2014,COY
Jose Paneda,Radio Paz WACC,Tom Thibodeau,Steve Clifford,Gregg Popovich,2014,COY
KC Johnson,Chicago Tribune,Gregg Popovich,Jeff Hornacek,Tom Thibodeau,2014,COY
Keith Pompey,Philadelphia Inquirer,Jeff Hornacek,Steve Clifford,Dwane Casey,2014,COY
Ken Berger,CBSSports.com,Gregg Popovich,Jeff Hornacek,Tom Thibodeau,2014,COY
Kevin Arnovitz,ESPN.com,Gregg Popovich,Tom Thibodeau,Dwane Casey,2014,COY
Kevin Calabro,ESPN Radio,Jeff Hornacek,Steve Clifford,Dwane Casey,2014,COY
Lang Whitaker,NBA.com,Gregg Popovich,Jeff Hornacek,Tom Thibodeau,2014,COY
Leo Rautins,SportsNet/TSN,Gregg Popovich,Dwane Casey,Jeff Hornacek,2014,COY
Marc Spears,Yahoo! Sports,Jeff Hornacek,Gregg Popovich,Steve Clifford,2014,COY
Marc Stein,ESPN.com,Gregg Popovich,Jeff Hornacek,Tom Thibodeau,2014,COY
Mark Boyle,WIBC,Gregg Popovich,Jeff Hornacek,Steve Clifford,2014,COY
Mark Followill,TXA-21/Fox Sports Net,Jeff Hornacek,Terry Stotts,Dwane Casey,2014,COY
Marv Albert,TNT,Gregg Popovich,Jeff Hornacek,Steve Clifford,2014,COY
Mary Schmitt Boyer,Cleveland Plain Dealer,Gregg Popovich,Tom Thibodeau,Jeff Hornacek,2014,COY
Matt Bullard,Comcast SportsNet Houston,Gregg Popovich,Tom Thibodeau,Steve Clifford,2014,COY
Matt Pinto,WWLS / 98.1,Jeff Hornacek,Gregg Popovich,Steve Clifford,2014,COY
Matt Winer,NBA TV,Gregg Popovich,Tom Thibodeau,Steve Clifford,2014,COY
Michael Smith,Prime Ticket,Gregg Popovich,Jeff Hornacek,Tom Thibodeau,2014,COY
Michael Wilbon,ESPN,Jeff Hornacek,Tom Thibodeau,Steve Clifford,2014,COY
Mike Breen,ABC Sports,Gregg Popovich,Jeff Hornacek,Steve Clifford,2014,COY
Mike Gorman,Comcast SportsNet,Gregg Popovich,Steve Clifford,Tom Thibodeau,2014,COY
Mike Inglis,WIOD Radio,Steve Clifford,Gregg Popovich,Jeff Hornacek,2014,COY
Mike Monroe,San Antonio Express-News,Jeff Hornacek,Gregg Popovich,Tom Thibodeau,2014,COY
Mike Rice,Comcast SportsNet NW,Terry Stotts,Jeff Hornacek,Gregg Popovich,2014,COY
Mike Tirico,ESPN,Gregg Popovich,Steve Clifford,Jeff Hornacek,2014,COY
Mitch Lawrence,New York Daily News,Gregg Popovich,Jeff Hornacek,Tom Thibodeau,2014,COY
Paul Coro,Arizona Republic,Gregg Popovich,Jeff Hornacek,Dwane Casey,2014,COY
Paul Jones,Raptors Radio,Jeff Hornacek,Dwane Casey,Tom Thibodeau,2014,COY
Pete Pranica,Fox Sports Tennessee,Gregg Popovich,Jeff Hornacek,Tom Thibodeau,2014,COY
Phil Chenier,Comcast SportsNet,Gregg Popovich,Jeff Hornacek,Dwane Casey,2014,COY
Ric Bucher,Bleacher Report,Gregg Popovich,Tom Thibodeau,Mark Jackson,2014,COY
Rick Bonnell,Charlotte Observer,Jeff Hornacek,Steve Clifford,Tom Thibodeau,2014,COY
Rod Boone,Newsday,Tom Thibodeau,Steve Clifford,Gregg Popovich,2014,COY
Ron Boone,ROOT Sports,Gregg Popovich,Tom Thibodeau,Doc Rivers,2014,COY
Ron Tillery,Memphis Commercial Appeal,Dwane Casey,Gregg Popovich,Jason Kidd,2014,COY
Rusty Simmons,San Francisco Chronicle,Gregg Popovich,Jeff Hornacek,Steve Clifford,2014,COY
Sam Amick,USA Today,Gregg Popovich,Jeff Hornacek,Tom Thibodeau,2014,COY
Sam Smith,Bulls.com,Steve Clifford,Tom Thibodeau,Gregg Popovich,2014,COY
Scott Hastings,Altitude Sports & Entertainment,Jeff Hornacek,Steve Clifford,Gregg Popovich,2014,COY
Sean Deveney,The Sporting News,Tom Thibodeau,Jeff Hornacek,Gregg Popovich,2014,COY
Sean Kelley,WEEI Radio,Tom Thibodeau,Jeff Hornacek,Gregg Popovich,2014,COY
Shaun Powell,Sports on Earth,Gregg Popovich,Jeff Hornacek,Steve Clifford,2014,COY
Sherrod Blakely,Comcast SportsNet,Jeff Hornacek,Steve Clifford,Gregg Popovich,2014,COY
Stacey King,Comcast SportsNet,Jeff Hornacek,Dwane Casey,Terry Stotts,2014,COY
Stefan Bondy,New York Daily News,Gregg Popovich,Steve Clifford,Tom Thibodeau,2014,COY
Steve Aschburner,NBA.com,Jeff Hornacek,Gregg Popovich,Dwane Casey,2014,COY
Steve Buckhantz,Comcast SportsNet,Steve Clifford,Jeff Hornacek,Tom Thibodeau,2014,COY
Steve Holman,Hawks Radio Network,Tom Thibodeau,Steve Clifford,Gregg Popovich,2014,COY
Steve Kerr,TNT,Jeff Hornacek,Gregg Popovich,Steve Clifford,2014,COY
Steve Martin,Bobcats Radio,Steve Clifford,Tom Thibodeau,Jeff Hornacek,2014,COY
Steve Popper,The Record,Steve Clifford,Gregg Popovich,Tom Thibodeau,2014,COY
Ted Davis,WTMJ Radio,Gregg Popovich,Tom Thibodeau,Dwane Casey,2014,COY
Tim Kempton,KTAR Radio,Jeff Hornacek,Steve Clifford,Gregg Popovich,2014,COY
Tim Roye,KNBR Radio,Jeff Hornacek,Gregg Popovich,Steve Clifford,2014,COY
Vincent Goodwill,Detroit News,Dwane Casey,Jeff Hornacek,Steve Clifford,2014,COY
Zach Lowe,Grantland,Gregg Popovich,Tom Thibodeau,Jeff Hornacek,2014,COY
